"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","national_rank"
"157","Osaka University","Japan",51.3,29.1,48,51.1,73.6,49.1,23144,7.8,"9%","31 : 69",2015,4
"157","University of Liverpool","United Kingdom",31.3,79.5,33.2,76.2,40,49.1,18815,13.6,"30%","52 : 48",2015,24
"157","University of Western Australia","Australia",36.3,87.3,38.1,62.2,63.3,49.1,20851,20.7,"27%","50 : 50",2015,7
"160","University of Copenhagen","Denmark",34,71.8,34.4,73.5,44.4,49,27545,4.1,"19%","67 : 33",2015,3
"160","École Normale Supérieure de Lyon","France",38.1,64.4,33.8,73,29.3,49,2218,8,"14%","49 : 51",2015,5
"162","University of Utah","United States of America",38.8,27.5,36.5,75,58.1,48.6,25674,16.9,"9%","45 : 55",2015,61
"163","University of Freiburg","Germany",38,56.7,28.1,74,81.4,48.3,26467,31.2,"16%","52 : 48",2015,10
"164","University of Adelaide","Australia",33.8,79.3,40.4,61.1,65.3,48.2,20771,30.1,"26%","48 : 52",2015,8
"165","Istanbul Technical University","Turkey",30.2,37.3,36.9,79.7,51.1,48.1,34550,16,"5%","34 : 66",2015,3
"165","Karlsruhe Institute of Technology","Germany",40.5,60.1,34.9,62.9,82.7,48.1,25294,24.6,"16%","26 : 74",2015,11
"165","Pompeu Fabra University","Spain",25.1,63.2,28.3,88.3,35.9,48.1,10901,18.3,"13%","59 : 41",2015,1
"165","Tohoku University","Japan",49.7,29.7,47.3,49.6,76.8,48.1,17200,5,"7%","25 : 75",2015,5
"169","University of Miami","United States of America",42.7,56.7,27.2,73.1,NA,48,15286,5.7,"14%","50 : 50",2015,62
"170","University of Antwerp","Belgium",34.6,61,33.6,67.7,100,47.9,12346,30.3,"16%","56 : 44",2015,3
"171","University of Nottingham","United Kingdom",39.9,70.6,35.8,62.7,39.6,47.8,30144,15,"27%","54 : 46",2015,25
"171","Université Catholique de Louvain","Belgium",37.9,59.7,34.9,67.7,46.1,47.8,28856,42,"19%","54 : 46",2015,4
"173","Georgetown University","United States of America",51.1,43.3,28.2,62.2,80,47.7,15408,8.5,"14%","53 : 47",2015,63
"173","University of Victoria","Canada",21.6,70.1,30.6,86.7,31.6,47.7,17581,21.5,"11%","56 : 44",2015,7
"175","University of Auckland","New Zealand",28.6,87.3,33.4,68.4,74.2,47.5,29787,18.9,"28%","54 : 46",2015,1
"175","University of Iowa","United States of America",41.9,31.7,33.5,71,49.3,47.5,27526,11.6,"11%","52 : 48",2015,64
"177","Syracuse University","United States of America",32.4,41.2,24.4,87.1,40.6,47.3,19660,15.9,"15%","55 : 45",2015,65
"178","Joseph Fourier University","France",38,57.3,29.3,73,31.3,47.1,16130,12.1,"13%",NA,2015,6
"178","University of Aberdeen","United Kingdom",28,84.1,30.2,74.3,42.1,47.1,12938,15.8,"33%","54 : 46",2015,26
"180","Paris Diderot University – Paris 7","France",25.6,67.4,19.7,92.2,29.1,47,27756,14.8,"17%","63 : 37",2015,7
"180","University of Delaware","United States of America",29,40.6,36.3,73.1,99.3,47,19262,15.9,"10%","56 : 44",2015,66
"182","Arizona State University","United States of America",35.7,29.5,37.5,73.1,32.6,46.9,83236,29.9,"9%","50 : 50",2015,67
"182","Sabancı University","Turkey",26,44.6,27.1,88.5,42.9,46.9,2739,15.9,"6%","39 : 61",2015,4
"182","University of Vienna","Austria",35.2,91,39.7,56.3,29.4,46.9,34651,20.5,"25%","67 : 33",2015,1
"185","Northeastern University","United States of America",36.4,54.7,21.9,81.3,34,46.8,18539,15.1,"26%","50 : 50",2015,68
"186","University of Oslo","Norway",36.1,60.3,35.2,66.3,36.6,46.7,27139,18.8,"18%",NA,2015,1
"186","Yeshiva University","United States of America",45.2,27.6,23.9,77.8,NA,46.7,6753,5.5,"7%","53 : 47",2015,69
"188","Stony Brook University","United States of America",32.8,60.5,24.4,80.4,31.3,46.6,21908,10.9,"24%","50 : 50",2015,70
"188","Tel Aviv University","Israel",43.5,46.1,51.1,45.5,42.6,46.6,23977,24.4,"4%",NA,2015,1
"188","University of Ottawa","Canada",37.9,63.2,34.7,62.9,45.9,46.6,36733,26.3,"15%","60 : 40",2015,8
"191","University at Buffalo","United States of America",40.1,57,39.8,57.5,39.6,46.5,25668,19,"19%","47 : 53",2015,71
"192","City University of Hong Kong","Hong Kong",31,71.3,32.9,68.6,49.8,46.3,10015,7.1,"28%","51 : 49",2015,4
"193","Fudan University","China",45.6,37.4,34,61,49.4,46.2,32175,12.2,"11%","50 : 50",2015,3
"193","Iowa State University","United States of America",36.4,40.6,30.9,72,54.4,46.2,29991,17.4,"11%","44 : 56",2015,72
"195","University of Bonn","Germany",32.2,54.8,22.2,83.8,NA,46.1,32474,70.4,"13%","55 : 45",2015,12
"196","Lomonosov Moscow State University","Russian Federation",55.9,60.4,42.1,33.8,78.5,46,30822,7.7,"20%","43 : 57",2015,1
"196","St George’s, University of London","United Kingdom",23.1,55.8,27.3,86.4,32.4,46,2958,13.4,"17%","61 : 39",2015,27
"198","University of East Anglia","United Kingdom",25.2,76.5,22.6,83.7,29.2,45.9,14992,14.7,"28%","58 : 42",2015,28
"199","University of Leicester","United Kingdom",29.8,83.9,31.6,67.1,34.8,45.7,14541,13.4,"35%","54 : 46",2015,29
"200","Florida Institute of Technology","United States of America",19.7,63,13.1,99.2,53.7,45.6,4408,13.7,"26%","34 : 66",2015,73
"200","George Washington University","United States of America",44.6,39.9,25.1,70,29.3,45.6,20541,12,"16%","56 : 44",2015,74
"201-225","Bilkent University","Turkey",28,44.6,27.7,76,46.4,NA,NA,NA,NA,NA,2015,5
"201-225","Cardiff University","United Kingdom",30.5,69.3,30.4,69.3,34.8,NA,23347,13.1,"23%","57 : 43",2015,30
"201-225","Goethe University Frankfurt","Germany",28.1,55.6,22.4,78.8,38.8,NA,31861,9.3,"15%","60 : 40",2015,13
"201-225","Hebrew University of Jerusalem","Israel",41.5,53.3,36.3,57.2,31.5,NA,17612,10.7,"5%","55 : 45",2015,2
"201-225","Hong Kong Polytechnic University","Hong Kong",33.7,69.9,36.5,56.5,42.6,NA,22064,25.9,"26%","51 : 49",2015,5
"201-225","Korea University","South Korea",48.9,35.9,44.3,39.9,98.5,NA,24043,15.8,"14%",NA,2015,5
"201-225","Newcastle University","United Kingdom",30.3,73.8,29.6,70.3,35,NA,20174,15.2,"29%","50 : 50",2015,31
"201-225","Technion Israel Institute of Technology","Israel",36.9,60.6,37.5,52,36.5,NA,13855,19.4,"4%","35 : 65",2015,3
"201-225","Ulm University","Germany",35,54.1,22,73,56.7,NA,9187,11.2,"10%","47 : 53",2015,14
"201-225","University of Barcelona","Spain",28.4,47.8,28.8,79.7,31,NA,47491,12.2,"10%","62 : 38",2015,2
"201-225","University of Bergen","Norway",29.5,65.3,27.9,68.5,34.2,NA,11623,11.1,"12%","60 : 40",2015,2
"201-225","University of Dundee","United Kingdom",24.4,64.5,22.5,84.4,47.7,NA,11628,15.3,"25%","60 : 40",2015,32
"201-225","University of Illinois at Chicago","United States of America",43,53.4,34.1,55.1,40.7,NA,24313,9.2,"17%","53 : 47",2015,75
"201-225","University of Innsbruck","Austria",23.9,93.4,17.1,77,42,NA,18209,16.9,"39%","54 : 46",2015,2
"201-225","University of Reading","United Kingdom",32.8,75,34,58.1,34.9,NA,12050,14.8,"28%","55 : 45",2015,33
"201-225","University of Science and Technology of China","China",36.9,26.3,27.3,73.6,71.6,NA,14290,7.9,"2%",NA,2015,4
"201-225","University of Strasbourg","France",28.6,69.5,23.4,74,32,NA,46208,17.8,"21%","58 : 42",2015,8
"201-225","University of São Paulo","Brazil",51.6,25.3,51.6,32.3,40.1,NA,81402,14.6,"4%","48 : 52",2015,1
"201-225","University of Texas at Dallas","United States of America",26,55.4,28.2,77.8,41.6,NA,16306,22.8,"23%","44 : 56",2015,76
"201-225","University of Trieste","Italy",28.7,50.7,16,88.1,33.3,NA,18135,25.8,"9%","56 : 44",2015,2
"201-225","University of Twente","Netherlands",32.3,67.2,45.3,49.4,89.2,NA,6631,12,"26%","37 : 63",2015,12
"201-225","Université Libre de Bruxelles","Belgium",26.7,79.4,36.2,64.4,50.7,NA,23819,26.1,"32%","54 : 46",2015,5
"201-225","Wake Forest University","United States of America",33.3,26,23.5,81.3,38.2,NA,7326,4.6,"5%","51 : 49",2015,77
"201-225","William & Mary","United States of America",36.8,26.5,19.9,78.7,30,NA,7867,11.8,"7%","54 : 46",2015,78
"201-225","Yonsei University","South Korea",44.5,35.7,45.8,44.3,69.7,NA,24774,11.6,"14%",NA,2015,6
"226-250","Autonomous University of Barcelona","Spain",30.4,46.4,29.2,67,34.6,NA,30538,12.3,"10%","59 : 41",2015,3
"226-250","Birkbeck, University of London","United Kingdom",28.3,84.4,29.3,60.4,28.7,NA,9454,17.2,"38%","55 : 45",2015,34
"226-250","Brunel University London","United Kingdom",22.1,88.8,21.4,75.3,31.9,NA,12613,17.6,"38%","46 : 54",2015,35
"226-250","Carleton University","Canada",24.3,61.1,24.5,76.9,30.7,NA,25036,29.8,"18%","47 : 53",2015,9
"226-250","Dalhousie University","Canada",33.6,71.6,30,54.4,68.9,NA,15064,14.4,"18%","55 : 45",2015,10
"226-250","Laval University","Canada",35.8,55.7,29.9,58.1,62.7,NA,27227,16.2,"12%",NA,2015,11
"226-250","Mines ParisTech","France",39.6,58.7,23.2,55.1,99,NA,1283,5.6,"22%","28 : 72",2015,9
"226-250","Nagoya University","Japan",37.5,31.8,31.8,59.9,86.3,NA,15529,7.9,"10%","29 : 71",2015,6
"226-250","Rensselaer Polytechnic Institute","United States of America",30.9,42.8,26.2,67.8,49.9,NA,6671,15,"16%","30 : 70",2015,79
"226-250","Simon Fraser University","Canada",24.6,61.4,29.3,67.6,41.8,NA,26640,28.3,"19%","55 : 45",2015,12
"226-250","State University of New York Albany","United States of America",25.7,39.6,35,68.9,NA,NA,15387,18.5,"8%","51 : 49",2015,80
"226-250","Technical University of Berlin","Germany",42.2,70.4,32.3,47,63.4,NA,NA,NA,NA,NA,2015,15
"226-250","Tokyo Metropolitan University","Japan",19.6,39.5,9.8,100,31,NA,9303,9.9,"4%","35 : 65",2015,7
"226-250","University College Dublin","Republic of Ireland",31.7,79.4,28.1,61.7,33.8,NA,22193,24.5,"23%",NA,2015,2
"226-250","University of Calgary","Canada",34.4,63.1,30.5,59.4,41.5,NA,28341,16.5,"17%","53 : 47",2015,13
"226-250","University of Gothenburg","Sweden",24.1,46.8,38.2,64.4,37,NA,26420,16.4,"12%",NA,2015,6
"226-250","University of Kiel","Germany",31.1,44.2,24.3,70.8,42,NA,24444,23.8,"8%","53 : 47",2015,16
"226-250","University of Konstanz","Germany",30.5,57,33.4,59.4,52.5,NA,10930,59.1,"12%","54 : 46",2015,17
"226-250","University of Milan-Bicocca","Italy",27.1,40.6,23,76.6,45,NA,33370,72.5,"5%","60 : 40",2015,3
"226-250","University of Technology Sydney","Australia",27.8,86.9,32.5,58.7,40.1,NA,24519,44.1,"31%","53 : 47",2015,9
"226-250","University of Western Ontario","Canada",38.3,63.7,35.7,47,50.7,NA,27387,20.7,"16%","54 : 46",2015,14
"226-250","University of Würzburg","Germany",28.6,50.2,17.3,81.4,30,NA,26576,38.4,"8%","57 : 43",2015,18
"226-250","Vienna University of Technology","Austria",43.3,75.9,32.4,41.7,64.1,NA,26419,52,"27%","27 : 73",2015,3
"226-250","York University","Canada",27.5,59.7,35.3,62.9,34.1,NA,48007,39.4,"9%","59 : 41",2015,15
"251-275","Aalto University","Finland",31.8,59.4,31.3,50.2,64.5,NA,16099,24.2,"17%","32 : 68",2015,2
"251-275","Federico Santa María Technical University","Chile",13,48.7,10.1,99.7,28.1,NA,11718,34,"2%","24 : 76",2015,1
"251-275","Medical University of Vienna","Austria",28.6,73.1,17,71.1,33.7,NA,7426,2.9,"28%","50 : 50",2015,4
"251-275","Nanjing University","China",34.6,50.2,23.3,59.6,51.7,NA,29743,13.3,"10%","46 : 54",2015,5
"251-275","National Tsing Hua University","Taiwan",39.4,24.8,40.3,49.1,49.4,NA,10221,13.5,"5%","33 : 67",2015,2
"251-275","National University of Ireland, Galway","Republic of Ireland",26.7,71.7,24.8,62.8,43.1,NA,14067,26.8,"14%","56 : 44",2015,3
"251-275","Queen’s University","Canada",37.3,55.4,33.4,48.2,59,NA,20488,22.1,"10%","58 : 42",2015,16
"251-275","Queen’s University Belfast","United Kingdom",30.1,88.6,25.1,52.2,43.7,NA,17940,17.9,"30%","54 : 46",2015,36
"251-275","Swedish University of Agricultural Sciences","Sweden",27.9,49.6,25.2,59.9,99.8,NA,3879,4.6,NA,"67 : 33",2015,7
"251-275","Technical University of Darmstadt","Germany",36.9,59.6,33.7,42,88.9,NA,20300,53.6,"18%","28 : 72",2015,19
"251-275","University of Bremen","Germany",33.9,53,27.6,55.7,46.3,NA,18590,25.6,"11%","50 : 50",2015,20
"251-275","University of Hawai’i at Mānoa","United States of America",35.1,59.4,30.7,51.5,38.3,NA,NA,NA,NA,NA,2015,81
"251-275","University of Iceland","Iceland",14.9,59.1,24.7,74.8,64,NA,13960,25.9,"8%","66 : 34",2015,1
"251-275","University of Münster","Germany",30.6,48.2,18.1,73,38.2,NA,39838,46.1,"8%","53 : 47",2015,21
"251-275","University of New Mexico","United States of America",29.6,32.2,23.4,73.1,44.5,NA,NA,NA,NA,NA,2015,82
"251-275","University of Newcastle","Australia",26.5,70.6,29.9,57.5,75.6,NA,23508,21.9,"18%","56 : 44",2015,10
"251-275","University of Otago","New Zealand",27.1,81.5,27.7,57.6,31.9,NA,18600,20.3,"21%","57 : 43",2015,2
"251-275","University of Pavia","Italy",26.3,43.5,19.2,75.6,64.4,NA,22958,40.6,"6%","56 : 44",2015,4
"251-275","University of Salento","Italy",32.3,40.3,25.6,64.5,38.4,NA,19959,58.4,"1%","64 : 36",2015,5
"251-275","University of South Florida","United States of America",27.7,41,37.9,55.1,99.8,NA,31424,21.5,"10%",NA,2015,83
"251-275","University of the Andes, Colombia","Colombia",17.3,54.6,12.1,89.8,36.5,NA,15773,16.9,"2%","44 : 56",2015,1
"251-275","University of the Witwatersrand","South Africa",22.3,66.3,21.7,67.3,94.8,NA,23321,18.6,"9%","56 : 44",2015,2
"251-275","University of Trento","Italy",26.8,57.3,20.3,70.3,46,NA,16841,43.2,"8%","51 : 49",2015,6
"251-275","University of Turin","Italy",29.4,39.3,20.3,72.5,40.8,NA,67552,66,"6%","62 : 38",2015,7
"251-275","University of Waterloo","Canada",30.9,63.1,40.4,47,41.7,NA,30726,24.2,"14%","45 : 55",2015,17
"276-300","Chalmers University of Technology","Sweden",35.7,62.5,32.8,40.8,75.8,NA,8605,11.6,"15%","30 : 70",2015,8
"276-300","Colorado State University","United States of America",27.6,30.4,31.3,59.9,38.8,NA,26769,19,"5%","52 : 48",2015,84
"276-300","Indian Institute of Science","India",32.6,18.2,39.5,51.6,37.9,NA,3318,8.2,"1%","19 : 81",2015,1
"276-300","Lappeenranta University of Technology","Finland",25.2,59.1,25.5,59.9,73.8,NA,3486,23.9,"19%","31 : 69",2015,3
"276-300","Montpellier University","France",23.7,56.6,22.5,67.4,33.6,NA,36731,18.4,"14%","51 : 49",2015,10
"276-300","National Chiao Tung University","Taiwan",35,30.7,40.7,40.4,98.2,NA,12646,16.6,"5%","27 : 73",2015,3
"276-300","Norwegian University of Science and Technology","Norway",33.5,54.7,29.6,49.6,45,NA,17381,13.9,"9%","46 : 54",2015,3
"276-300","Panjab University","India",23.7,29.2,10.5,84.4,28.3,NA,16691,23.9,"1%","46 : 54",2015,2
"276-300","Plymouth University","United Kingdom",18.4,51.3,18.1,80.5,28.8,NA,24121,25.9,"13%","52 : 48",2015,37
"276-300","Queensland University of Technology","Australia",29.9,69.8,36,42.9,71.9,NA,33391,35.8,"17%","54 : 46",2015,11
"276-300","Shanghai Jiao Tong University","China",37.9,23.9,37.9,38.9,88.4,NA,38191,12.8,"6%","37 : 63",2015,6
"276-300","Stellenbosch University","South Africa",30,47.8,31.2,45.6,94.7,NA,21849,23,"8%","53 : 47",2015,3
"276-300","Tilburg University","Netherlands",33,62.2,45.1,34.9,55.1,NA,7576,22.4,"10%","49 : 51",2015,13
"276-300","Tokyo Medical and Dental University (TMDU)","Japan",42.7,21.8,22.9,51.1,56.9,NA,2872,3.3,"7%","51 : 49",2015,8
"276-300","University College Cork","Republic of Ireland",26.7,70.8,22.2,56.9,45.9,NA,15805,22.3,"15%","55 : 45",2015,4
"276-300","University of Bologna","Italy",31,43.1,23.2,64.5,34.9,NA,85532,22.9,"7%","56 : 44",2015,8
"276-300","University of Cincinnati","United States of America",32,26,22.4,67.8,35.6,NA,36108,15.7,"6%","54 : 46",2015,85
"276-300","University of Erlangen-Nuremberg","Germany",28.4,49,15.3,68.7,46.8,NA,36146,53.9,"9%","49 : 51",2015,22
"276-300","University of Fribourg","Switzerland",29.2,84.4,19.7,58.6,48.2,NA,10416,46.9,"19%","58 : 42",2015,8
"276-300","University of Georgia","United States of America",39.7,35.3,28.9,46.6,31.1,NA,33119,19.9,"7%","57 : 43",2015,86
"276-300","University of Macau","Macau",17.1,73.3,20.3,68.1,33.6,NA,8521,14.9,"31%","58 : 42",2015,1
"276-300","University of Milan","Italy",25.3,37.4,22.9,66.9,40.1,NA,58618,24.3,"5%","60 : 40",2015,9
"276-300","University of Nebraska-Lincoln","United States of America",31,47.8,24.4,57.5,35,NA,21789,16.4,"9%","46 : 54",2015,87
"276-300","University of South Australia","Australia",25.7,80.8,24,52.7,83.9,NA,18971,26.2,"32%","59 : 41",2015,12
"276-300","University of South Carolina","United States of America",34.5,37.3,27.5,55.1,31.8,NA,29336,16.3,"1%","55 : 45",2015,88
"276-300","University of Wollongong","Australia",25.2,80.4,27.8,55.1,44.7,NA,16489,25.4,"24%","50 : 50",2015,13
"276-300","Victoria University of Wellington","New Zealand",21.6,84.2,28.5,53.8,49.7,NA,17142,21.1,"21%","55 : 45",2015,3
"276-300","Virginia Polytechnic Institute and State University","United States of America",40.1,28.9,40,40.7,42.6,NA,30850,18.6,"10%","42 : 58",2015,89
"301-350","Autonomous University of Madrid","Spain",28.6,48.8,19.3,59.7,32.2,NA,28296,13,"15%","56 : 44",2015,4
"301-350","Bangor University","United Kingdom",22.4,73.1,23,55.8,31.1,NA,9567,19.5,"22%","55 : 45",2015,38
"301-350","Charles Darwin University","Australia",20.3,45.5,17.8,64.5,32.7,NA,5570,25.4,"15%","67 : 33",2015,14
"301-350","Charles University in Prague","Czech Republic",31.5,53.9,24.3,50.1,29.4,NA,51438,13,"15%","62 : 38",2015,1
"301-350","Creighton University","United States of America",40.7,29.1,10.4,63.3,32.4,NA,7086,8.3,"2%","57 : 43",2015,90
"301-350","Deakin University","Australia",20.1,71.8,20.6,57.5,30.6,NA,32713,30.4,"17%","60 : 40",2015,15
"301-350","Drexel University","United States of America",31.8,42.2,14.3,57.5,34.6,NA,20713,10.8,"18%","48 : 52",2015,91
"301-350","Hong Kong Baptist University","Hong Kong",21.2,62.3,13.2,70.8,29.1,NA,10441,11,"25%","61 : 39",2015,6
"301-350","Illinois Institute of Technology","United States of America",40.2,59.4,17.3,50.3,NA,NA,NA,NA,NA,NA,2015,92
"301-350","Kansas State University","United States of America",27,41.5,16.5,61,39.2,NA,21379,15.1,"10%","50 : 50",2015,93
"301-350","Koç University","Turkey",21.6,49.8,24.4,58.5,50.6,NA,4488,14.6,"8%","52 : 48",2015,6
"301-350","Macquarie University","Australia",24,89.2,24.8,50.2,36.2,NA,27930,20,"44%","55 : 45",2015,16
"301-350","Novosibirsk State University","Russian Federation",24.6,43.8,17.2,70.5,33.4,NA,7131,7.1,"13%","52 : 48",2015,2
"301-350","Oregon State University","United States of America",27.8,36.7,21.1,63.3,32,NA,22578,16.8,"9%","47 : 53",2015,94
"301-350","Polytechnic University of Milan","Italy",27.6,42.9,26.6,55.8,67.8,NA,30025,22.2,"12%","34 : 66",2015,10
"301-350","Renmin University of China","China",34.9,44.4,14.7,59.6,42.8,NA,24954,12.7,"6%",NA,2015,7
"301-350","San Diego State University","United States of America",19.7,26.9,24.8,65.6,29.2,NA,27420,31.7,"5%","57 : 43",2015,95
"301-350","Sapienza University of Rome","Italy",32.3,37.5,28.1,50.7,34.2,NA,120986,32.3,"7%","59 : 41",2015,11
"301-350","Sharif University of Technology","Iran",28.7,19.4,34.7,50.4,86.2,NA,10977,18.7,"0%","27 : 73",2015,1
"301-350","State University of Campinas","Brazil",43.4,20.7,38.8,28,44.5,NA,27095,15.3,"3%","48 : 52",2015,2
"301-350","Sun Yat-sen University","China",32.5,37,25.2,54.1,58.9,NA,51351,16.6,"8%","51 : 49",2015,8
"301-350","Tulane University","United States of America",40.7,29.7,20.7,53.9,NA,NA,11381,8.4,"8%","56 : 44",2015,96
"301-350","University of Bath","United Kingdom",29.2,76.1,25.1,47.5,36.7,NA,12830,18.8,"30%","46 : 54",2015,39
"301-350","University of Canterbury","New Zealand",21.1,88.2,23.4,53.8,49.5,NA,12187,16.5,"20%","51 : 49",2015,4
"301-350","University of Cologne","Germany",25.6,52.1,18.4,65.3,28.8,NA,43280,43.4,"11%","60 : 40",2015,23
"301-350","University of Connecticut","United States of America",37.6,38.8,27.1,45.4,31.1,NA,25742,13,"11%","51 : 49",2015,97
"301-350","University of Crete","Greece",19,47,16.8,67,36,NA,14650,26.9,"5%","63 : 37",2015,1
"301-350","University of Duisburg-Essen","Germany",21.9,49.2,13.7,64.1,44.2,NA,36051,46.6,"11%","49 : 51",2015,24
"301-350","University of Essex","United Kingdom",31.6,86.7,29,39.3,29.1,NA,12695,19.8,"39%","55 : 45",2015,40
"301-350","University of Houston","United States of America",39.3,33.1,25.8,44.2,43.2,NA,40325,43.7,"9%","50 : 50",2015,98
"301-350","University of Jyväskylä","Finland",27.6,47.2,24,50.2,NA,NA,9703,15.2,"5%","62 : 38",2015,4
"301-350","University of Kansas","United States of America",30.6,32.2,20.1,62.2,36.2,NA,NA,NA,NA,NA,2015,99
"301-350","University of Manitoba","Canada",31.6,43.4,29.4,48.2,43.5,NA,28576,27.8,"11%","55 : 45",2015,18
"301-350","University of Marrakech Cadi Ayyad","Morocco",16.3,45.1,6.5,83,28.6,NA,56060,38.7,"1%","46 : 54",2015,1
"301-350","University of Montana","United States of America",29.1,20.7,13.7,75,34.4,NA,12470,15.2,"3%","54 : 46",2015,100
"301-350","University of Nebraska Medical Center","United States of America",36.4,34.8,16.5,51.5,34.5,NA,2857,2.6,"8%","67 : 33",2015,101
"301-350","University of Oklahoma","United States of America",32.6,30,15.7,57.5,34.5,NA,NA,NA,NA,NA,2015,102
"301-350","University of Padua","Italy",20.7,40.4,18.2,68,32.9,NA,62577,18.3,"4%","56 : 44",2015,12
"301-350","University of Pisa","Italy",22.4,36.7,18.8,69.2,37.7,NA,47247,18,"4%","52 : 48",2015,13
"301-350","University of Southern Denmark","Denmark",19.5,67.1,20.5,61.2,72.6,NA,22210,12.7,"16%","52 : 48",2015,4
"301-350","University of Stirling","United Kingdom",21.5,66.9,25.1,49.9,30.7,NA,7828,15.9,"22%","61 : 39",2015,41
"301-350","University of Stuttgart","Germany",30.6,59.3,17.3,56.9,48.2,NA,24099,45.4,"20%","31 : 69",2015,25
"301-350","University of Tampere","Finland",22.9,45.6,22.2,58.7,42.5,NA,10045,9.5,"4%","66 : 34",2015,5
"301-350","University of Tsukuba","Japan",33.4,36.1,21.6,51.1,36.9,NA,15930,12.6,"16%","38 : 62",2015,9
"301-350","University of Valencia","Spain",17.9,43.7,12,72.7,30.8,NA,58413,15.4,"9%","60 : 40",2015,5
"301-350","University of Warsaw","Poland",20.8,41.6,13.6,70,28.5,NA,49292,14.1,"7%","67 : 33",2015,1
"301-350","Wayne State University","United States of America",32,30.7,15.2,61,NA,NA,23065,10.7,"7%","57 : 43",2015,103
"301-350","Zhejiang University","China",36,21.5,33.1,40.2,88.6,NA,47508,15.9,"5%","41 : 59",2015,9
"351-400","Aalborg University","Denmark",23.8,65.8,28.5,39.9,43.9,NA,17422,15.9,"15%","48 : 52",2015,5
"351-400","Aberystwyth University","United Kingdom",20.7,66.5,20.6,52.2,33,NA,9252,19.2,"18%","48 : 52",2015,42
"351-400","Aston University","United Kingdom",19.4,79.7,21.6,45.1,35.7,NA,NA,NA,NA,NA,2015,43
"351-400","Bayreuth University","Germany",21.3,53.9,12.9,61.8,34.8,NA,12520,35.5,"8%","46 : 54",2015,26
"351-400","Bielefeld University","Germany",27.5,48.6,19.1,52,37.4,NA,21428,67.8,"8%","57 : 43",2015,27
"351-400","Claude Bernard University Lyon 1","France",19.1,52.1,17.2,62.6,33.6,NA,35308,16.1,"11%","50 : 50",2015,11
"351-400","Curtin University","Australia",20.1,91.3,17.1,45.3,36.1,NA,30333,17.1,"38%","53 : 47",2015,17
"351-400","Ewha Womans University","South Korea",23.5,36,18,57.6,61.3,NA,17625,14.4,"6%","100 : 0",2015,7
"351-400","George Mason University","United States of America",26.3,35.8,20.3,53.9,28.7,NA,26622,17,"7%","54 : 46",2015,104
"351-400","Hanyang University","South Korea",31.5,48.4,32.3,29,88.7,NA,16729,10.4,"19%",NA,2015,8
"351-400","Hokkaido University","Japan",38.4,25.2,27.5,32.2,43.4,NA,18162,8.2,"9%","29 : 71",2015,10
"351-400","Indian Institute of Technology Bombay","India",34.2,19.5,24.6,43.5,49.7,NA,8327,14.9,"1%","16 : 84",2015,3
"351-400","Indian Institute of Technology Roorkee","India",25.2,16.6,14.3,62.6,69,NA,8061,18.7,"1%","17 : 83",2015,4
"351-400","Isfahan University of Technology","Iran",20.7,20,27.3,48.9,84.1,NA,10964,26.5,"1%","39 : 61",2015,2
"351-400","King Mongkut’s University of Technology Thonburi","Thailand",16.7,22.5,10,75,56.5,NA,17791,23.7,"1%","42 : 58",2015,1
"351-400","Kyushu University","Japan",36.5,26.1,28.5,33.6,68.7,NA,18925,6.7,"8%","28 : 72",2015,11
"351-400","Lehigh University","United States of America",25.4,34.5,16.6,56.3,39.2,NA,6300,11.3,"15%","44 : 56",2015,105
"351-400","Linköping University","Sweden",20.2,50.9,27.6,51.5,NA,NA,17866,7.7,"10%","52 : 48",2015,9
"351-400","Murdoch University","Australia",21.2,85.3,17.8,46.5,40.5,NA,16606,32.8,"43%","59 : 41",2015,18
"351-400","National Cheng Kung University","Taiwan",31.8,26.7,40.1,28.4,100,NA,21234,14.4,"11%","36 : 64",2015,4
"351-400","National Sun Yat-Sen University","Taiwan",26.4,24.2,32.9,39,47,NA,9336,19.6,"4%","37 : 63",2015,5
"351-400","National Taiwan University of Science and Technology (Taiwan Tech)","Taiwan",27.7,26.7,42.6,30.9,82,NA,7446,17.4,"11%","34 : 66",2015,6
"351-400","Royal College of Surgeons in Ireland","Republic of Ireland",24.7,82.6,18.9,43.5,28.4,NA,2473,15.6,"63%","55 : 45",2015,5
"351-400","Ruhr University Bochum","Germany",31.5,53.6,22.5,42,47.4,NA,38675,46.3,"13%","48 : 52",2015,28
"351-400","Swinburne University of Technology","Australia",20.2,86.9,16.3,50.2,38.8,NA,20314,36.5,"33%","44 : 56",2015,19
"351-400","UiT The Arctic University of Norway","Norway",20.7,60,16.9,53.2,38.8,NA,10398,12.2,"10%","60 : 40",2015,4
"351-400","Umeå University","Sweden",21.2,50.3,25.7,52.7,31.3,NA,16667,11.9,"7%","60 : 40",2015,10
"351-400","University of Bari Aldo Moro","Italy",29.1,38.1,18.1,52,35.2,NA,51560,65.1,"2%","65 : 35",2015,14
"351-400","University of Eastern Finland","Finland",24.3,44.1,21.6,53.8,32.8,NA,10798,17.3,"6%","64 : 36",2015,6
"351-400","University of Ferrara","Italy",19.5,42.1,15.2,64.5,40.4,NA,18882,30.2,"7%","56 : 44",2015,15
